('Total Revenue', '293,812,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         868114 function calls (847119 primitive calls) in 8.743 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       35    0.000    0.000    0.001    0.000 abc.py:105(__new__)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
      297    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 socket.py:678(__init__)
       22    0.000    0.000    0.001    0.000 typing.py:469(Optional)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
       49    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      261    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       44    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
      152    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.001    0.001 quoprimime.py:5(<module>)
      138    0.000    0.000    0.000    0.000 typing.py:463(<genexpr>)
    39/32    0.000    0.000    0.000    0.000 typing.py:923(__hash__)
      168    0.000    0.000    0.000    0.000 typing.py:740(__eq__)
      355    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       77    0.000    0.000    0.000    0.000 os.py:754(encode)
        2    0.000    0.000    0.001    0.000 request.py:341(full_url)
      180    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      206    0.000    0.000    0.000    0.000 enum.py:792(value)
       65    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
       17    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
    66/44    0.000    0.000    0.002    0.000 typing.py:350(__getitem__)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
       14    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       10    0.000    0.000    0.000    0.000 client.py:1213(putheader)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       17    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
        6    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       53    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1585(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       11    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
       78    0.000    0.000    0.000    0.000 os.py:697(__iter__)
       98    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
        2    0.000    0.000    0.062    0.031 socket.py:936(getaddrinfo)
      288    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1324(_path_hooks)
       53    0.000    0.000    0.000    0.000 re.py:270(escape)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.011    0.005 client.py:1380(__init__)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.006    0.006 request.py:567(build_opener)
    26/25    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
       16    0.000    0.000    0.025    0.002 css_parser.py:306(__init__)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
        2    0.000    0.000    0.708    0.354 client.py:1259(_send_request)
       17    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
        1    0.000    0.000    0.003    0.003 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
       17    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        4    0.000    0.000    0.000    0.000 idna.py:145(encode)
      150    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 _typing.py:16(<module>)
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       12    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       45    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.024    0.024 client.py:1(<module>)
        1    0.000    0.000    0.009    0.009 cd.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      117    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:618(__init__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.052    0.052 formatter.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hashlib.py:5(<module>)
        1    0.000    0.000    0.007    0.007 _lxml.py:2(<module>)
        2    0.000    0.000    1.230    0.615 client.py:448(read)
       13    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.009    0.009 api.py:1(<module>)
       88    0.000    0.000    0.000    0.000 typing.py:918(__eq__)
        2    0.000    0.000    0.011    0.005 ssl.py:723(create_default_context)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    1.513    1.513 request.py:689(http_error_302)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:884(__getitem_inner__)
       16    0.000    0.000    0.010    0.001 css_parser.py:1149(process_selectors)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:2(<module>)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        2    0.000    0.000    0.001    0.001 __init__.py:70(search_function)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        2    0.000    0.000    0.001    0.000 request.py:317(__init__)
        1    0.000    0.000    0.012    0.012 utils.py:5(<module>)
       41    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        2    0.000    0.000    0.000    0.000 ssl.py:1166(send)
       11    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    8.582    8.582 financial_enhanced.py:60(main)
      120    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:189(_collect_type_vars)
        1    0.000    0.000    0.006    0.006 tempfile.py:1(<module>)
       32    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
      116    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       12    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        8    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 client.py:1057(putrequest)
        1    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       10    0.000    0.000    0.000    0.000 typing.py:870(__getitem__)
        2    0.000    0.000    0.000    0.000 parse.py:1034(_splittype)
        4    0.000    0.000    0.000    0.000 typing.py:975(__class_getitem__)
       87    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        5    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
        4    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
        2    0.000    0.000    0.000    0.000 client.py:820(__init__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    2.094    1.047 request.py:1388(https_open)
      119    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      119    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.001    0.000 typing.py:522(__init__)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
      119    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        6    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        2    0.000    0.000    1.228    0.614 client.py:606(_safe_read)
      119    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:1013(unwrap)
        1    0.000    0.000    0.026    0.026 css_parser.py:428(CSSParser)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
        6    0.000    0.000    0.000    0.000 typing.py:899(__getitem__)
        2    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
     13/7    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        2    0.000    0.000    0.002    0.001 {method 'close' of '_io.BufferedReader' objects}
      119    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
      119    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      5/3    0.000    0.000    2.095    0.698 request.py:487(_call_chain)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:331(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_from_function)
       50    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
        2    0.000    0.000    0.000    0.000 socket.py:513(family)
       13    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        3    0.000    0.000    0.000    0.000 typing.py:265(decorator)
       13    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
       97    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.225    0.225 _htmlparser.py:433(feed)
        2    0.000    0.000    0.000    0.000 client.py:930(close)
        2    0.000    0.000    0.001    0.000 request.py:372(_parse)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
        4    0.000    0.000    0.000    0.000 socket.py:497(close)
        1    0.000    0.000    0.003    0.003 parser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:812(__init__)
       88    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1472(<genexpr>)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       69    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 typing.py:556(__eq__)
        1    0.000    0.000    0.000    0.000 charset.py:5(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.006    0.006 request.py:793(__init__)
        1    0.000    0.000    0.016    0.016 feedparser.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       61    0.000    0.000    0.000    0.000 dammit.py:229(<listcomp>)
        2    0.000    0.000    2.094    1.047 request.py:527(_open)
        1    0.000    0.000    0.000    0.000 typing.py:709(__instancecheck__)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
       17    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4311(<dictcomp>)
        1    0.000    0.000    8.743    8.743 financial_enhanced.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
      2/1    0.000    0.000    1.513    1.513 request.py:626(http_response)
        1    0.000    0.000    0.017    0.017 element.py:1266(_find_all)
       53    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
        7    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        9    0.000    0.000    0.000    0.000 typing.py:866(copy_with)
       44    0.000    0.000    0.000    0.000 typing.py:564(__hash__)
        2    0.000    0.000    0.000    0.000 client.py:415(close)
        2    0.000    0.000    0.000    0.000 socket.py:487(_decref_socketios)
        2    0.000    0.000    0.000    0.000 request.py:1267(do_request_)
       48    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
       45    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        4    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        6    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        2    0.000    0.000    0.002    0.001 client.py:410(_close_conn)
       10    0.000    0.000    0.000    0.000 typing.py:794(__mro_entries__)
       92    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
    26/10    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.017    0.017 parser.py:5(<module>)
        6    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
       45    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.052    0.052 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        6    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       44    0.000    0.000    0.000    0.000 typing_extensions.py:760(__hash__)
        1    0.000    0.000    0.013    0.013 css_parser.py:326(__init__)
        1    0.000    0.000    0.000    0.000 request.py:299(request_host)
        1    0.000    0.000    0.015    0.015 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:684(__mro_entries__)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
       57    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        2    0.000    0.000    0.000    0.000 ssl.py:486(_encode_hostname)
        8    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       16    0.000    0.000    0.000    0.000 request.py:613(__lt__)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
       85    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 client.py:381(_check_close)
        3    0.000    0.000    0.000    0.000 __init__.py:98(register)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        2    0.000    0.000    0.708    0.354 client.py:1254(request)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(spec_from_loader)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        2    0.000    0.000    0.707    0.354 client.py:1003(_send_output)
       13    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 _lxml.py:79(LXMLTreeBuilderForXML)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:717(__instancecheck__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
        2    0.000    0.000    0.010    0.005 ssl.py:569(load_default_certs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:788(Protocol)
       18    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 __init__.py:1040(StreamHandler)
       22    0.000    0.000    0.000    0.000 typing.py:335(__repr__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 socket.py:503(detach)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:278(handle_decl)
        2    0.000    0.000    0.000    0.000 request.py:385(get_full_url)
        3    0.000    0.000    0.000    0.000 parse.py:411(_splitnetloc)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       47    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
       50    0.000    0.000    0.000    0.000 typing_extensions.py:3216(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        3    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:493(_real_close)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        2    0.000    0.000    0.000    0.000 parse.py:1055(_splithost)
        2    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 inspect.py:2244(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 client.py:237(HTTPResponse)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        8    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.005    0.005 request.py:2626(getproxies_macosx_sysconf)
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        8    0.000    0.000    0.000    0.000 request.py:335(full_url)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
       53    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.225    0.225 __init__.py:653(_feed)
        4    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x109975550}
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1832(ParamSpec)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        4    0.000    0.000    0.000    0.000 request.py:399(add_header)
        1    0.000    0.000    0.000    0.000 threading.py:795(__init__)
        1    0.000    0.000    0.000    0.000 element.py:1461(NavigableString)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.225    0.225 parser.py:103(feed)
      3/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.017    0.017 element.py:3024(find_all)
       13    0.000    0.000    0.000    0.000 enum.py:443(__members__)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        2    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:391(__getitem__)
        3    0.000    0.000    0.000    0.000 inspect.py:1591(_shadowed_dict)
       23    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:80(_check_methods)
        2    0.000    0.000    0.000    0.000 request.py:1332(<dictcomp>)
        2    0.000    0.000    0.707    0.354 client.py:1241(endheaders)
       43    0.000    0.000    0.000    0.000 __init__.py:595(__missing__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:763(_proto_hook)
       45    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        1    0.000    0.000    0.000    0.000 __init__.py:581(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        2    0.000    0.000    0.000    0.000 __init__.py:886(createLock)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    1.513    1.513 request.py:542(error)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 request.py:425(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        2    0.000    0.000    0.000    0.000 ssl.py:718(verify_mode)
        8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 inspect.py:2798(__init__)
        4    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 inspect.py:1605(getattr_static)
        1    0.000    0.000    0.002    0.002 scanner.py:1(<module>)
        1    0.000    0.000    2.101    2.101 request.py:139(urlopen)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1693(URLopener)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:1294(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
        3    0.000    0.000    0.000    0.000 inspect.py:2515(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        9    0.000    0.000    0.000    0.000 request.py:606(add_parent)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:615(_caller)
        2    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        1    0.000    0.000    0.000    0.000 typing.py:838(__subclasscheck__)
        5    0.000    0.000    0.000    0.000 request.py:380(get_method)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
       18    0.000    0.000    0.000    0.000 typing.py:893(<genexpr>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:315(Request)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        2    0.000    0.000    0.000    0.000 __init__.py:553(__init__)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:784(Thread)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:757(create_module)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
       22    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       12    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       44    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
       41    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 __init__.py:508(Formatter)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        3    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:2034(getLogger)
        2    0.000    0.000    0.000    0.000 client.py:866(_get_hostport)
        1    0.000    0.000    0.000    0.000 parse.py:890(quote_from_bytes)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 request.py:651(redirect_request)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
        8    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
       16    0.000    0.000    0.000    0.000 typing.py:910(<genexpr>)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:1165(_splittag)
        2    0.000    0.000    0.000    0.000 client.py:427(flush)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_tstate_lock)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:383(__hash__)
        8    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 random.py:126(seed)
        1    0.000    0.000    0.000    0.000 client.py:772(HTTPConnection)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:527(__init__)
