('Total Revenue', '293,812,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         961945 function calls (936534 primitive calls) in 7.931 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 cookiejar.py:754(__init__)
      267    0.000    0.000    0.000    0.000 enum.py:792(value)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
      507    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       11    0.000    0.000    0.000    0.000 client.py:1213(putheader)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 connectionpool.py:177(__init__)
       43    0.000    0.000    0.000    0.000 _collections.py:215(add)
        1    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
       52    0.000    0.000    0.001    0.000 typing.py:831(copy_with)
       75    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1258(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:302(makefile)
    40/31    0.000    0.000    0.008    0.000 css_parser.py:746(parse_pseudo_open)
        2    0.000    0.000    0.002    0.001 utils.py:207(get_netrc_auth)
  142/137    0.000    0.000    0.001    0.000 css_parser.py:385(_freeze_relations)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
      195    0.000    0.000    0.000    0.000 typing_extensions.py:182(_should_collect_from_parameters)
        2    0.000    0.000    0.004    0.002 models.py:1(<module>)
       94    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.001    0.000 response.py:633(from_httplib)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
        9    0.000    0.000    0.001    0.000 cookiejar.py:942(set_ok)
       10    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
       21    0.000    0.000    0.000    0.000 parse.py:890(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x105eaedc0}
       25    0.000    0.000    0.000    0.000 threading.py:351(notify)
       39    0.000    0.000    0.000    0.000 typing_extensions.py:3049(_check_generic)
        2    0.000    0.000    0.002    0.001 parser.py:41(parse)
       45    0.000    0.000    0.471    0.010 response.py:607(stream)
        2    0.000    0.000    0.000    0.000 poolmanager.py:79(_default_key_normalizer)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1324(_path_hooks)
       57    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
       69    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      500    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      193    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
       25    0.000    0.000    0.000    0.000 cookiejar.py:613(request_host)
        2    0.000    0.000    0.002    0.001 adapters.py:336(build_response)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1201(_parse_octet)
      192    0.000    0.000    0.000    0.000 element.py:553(<listcomp>)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
       20    0.000    0.000    0.000    0.000 typing.py:997(__init_subclass__)
        2    0.000    0.000    0.001    0.000 connection.py:231(request)
        1    0.000    0.000    0.004    0.004 socket.py:4(<module>)
        1    0.000    0.000    0.017    0.017 filter.py:163(find_all)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
       62    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       43    0.000    0.000    0.001    0.000 abc.py:105(__new__)
       53    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1353(add_cookie_header)
       18    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1057(putrequest)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.001    0.001 __init__.py:135(BeautifulSoup)
      237    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
       44    0.000    0.000    0.000    0.000 ipaddress.py:1880(__init__)
        1    0.000    0.000    0.025    0.025 connectionpool.py:1(<module>)
        6    0.000    0.000    0.002    0.000 cookies.py:124(extract_cookies_to_jar)
      239    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      338    0.000    0.000    0.000    0.000 typing.py:733(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.026    0.026 compat.py:1(<module>)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1008(set_ok_domain)
        1    0.000    0.000    0.096    0.096 __init__.py:6(<module>)
        1    0.000    0.000    0.013    0.013 cookiejar.py:1(<module>)
      238    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:171(__init__)
        1    0.000    0.000    0.002    0.002 cookies.py:39(<module>)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2176(__init__)
      240    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
      105    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.264    0.088 request.py:2622(proxy_bypass_macosx_sysconf)
        1    0.000    0.000    2.465    2.465 api.py:14(request)
      244    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.004    0.004 ssl.py:4(<module>)
       88    0.000    0.000    0.000    0.000 six.py:142(__init__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1585(<setcomp>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        2    0.000    0.000    0.000    0.000 _collections.py:231(extend)
        1    0.000    0.000    0.090    0.090 connection.py:37(create_connection)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
    41/39    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
      164    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       48    0.000    0.000    0.000    0.000 typing.py:216(_deduplicate)
        1    0.000    0.000    0.240    0.240 ssl.py:1302(do_handshake)
        6    0.000    0.000    0.000    0.000 cookiejar.py:877(__init__)
       66    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
       64    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1274(__init__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
        2    0.000    0.000    0.022    0.011 connection.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       56    0.000    0.000    0.002    0.000 css_parser.py:1106(<listcomp>)
       62    0.000    0.000    0.000    0.000 re.py:270(escape)
      202    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
  118/100    0.000    0.000    0.000    0.000 typing.py:746(__hash__)
       17    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
       82    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
       17    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
       14    0.000    0.000    0.000    0.000 cookiejar.py:1219(vals_sorted_by_key)
       10    0.000    0.000    0.003    0.000 enum.py:528(_convert_)
        4    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
        3    0.000    0.000    0.000    0.000 retry.py:245(__init__)
        1    0.000    0.000    0.003    0.003 random.py:1(<module>)
      151    0.000    0.000    0.000    0.000 typing.py:463(<genexpr>)
       23    0.000    0.000    0.001    0.000 typing.py:469(Optional)
       20    0.000    0.000    0.000    0.000 parse.py:159(hostname)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
      356    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.013    0.013 url.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:246(__init__)
       43    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       19    0.000    0.000    0.000    0.000 ipaddress.py:1467(__init__)
       21    0.000    0.000    0.000    0.000 parse.py:819(quote)
        1    0.000    0.000    0.003    0.003 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
       44    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
      168    0.000    0.000    0.000    0.000 typing.py:740(__eq__)
        1    0.000    0.000    0.002    0.002 adapters.py:1(<module>)
        5    0.000    0.000    0.000    0.000 contextlib.py:121(__exit__)
        2    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
    71/48    0.000    0.000    0.002    0.000 typing.py:350(__getitem__)
        6    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        6    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        3    0.000    0.000    0.053    0.018 exceptions.py:1(<module>)
       22    0.000    0.000    0.000    0.000 parse.py:201(_hostinfo)
        2    0.000    0.000    0.000    0.000 ssl.py:1193(sendall)
        1    0.000    0.000    2.465    2.465 api.py:62(get)
       14    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       35    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        1    0.000    0.000    0.003    0.003 sessions.py:457(prepare_request)
    32/16    0.000    0.000    0.000    0.000 cookiejar.py:1223(deepvalues)
       19    0.000    0.000    0.000    0.000 cookiejar.py:670(escape_path)
      100    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:780(items)
        3    0.000    0.000    0.001    0.000 response.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       37    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       11    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.263    0.263 sessions.py:750(merge_environment_settings)
        5    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        9    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.003    0.003 sessions.py:1(<module>)
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       43    0.000    0.000    0.000    0.000 message.py:479(set_raw)
      183    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       11    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
       98    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        2    0.000    0.000    0.012    0.006 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:544(set_alpn_protocols)
        1    0.000    0.000    0.016    0.016 ssl_.py:1(<module>)
    39/32    0.000    0.000    0.000    0.000 typing.py:923(__hash__)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        2    0.000    0.000    0.003    0.002 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:92(clear)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1175(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:25(_dnsname_match)
        2    0.000    0.000    0.001    0.000 adapters.py:423(get_connection_with_tls_context)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
       14    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:228(__init__)
    27/26    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
       12    0.000    0.000    0.000    0.000 copy.py:66(copy)
       12    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        6    0.000    0.000    0.000    0.000 calendar.py:655(timegm)
       11    0.000    0.000    0.000    0.000 connection.py:221(putheader)
      153    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      188    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       17    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
    71/19    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.247    0.247 ssl_.py:364(ssl_wrap_socket)
       12    0.000    0.000    0.000    0.000 cookiejar.py:543(domain_match)
       25    0.000    0.000    0.000    0.000 typing.py:189(_collect_type_vars)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1664(set_cookie)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
        3    0.000    0.000    0.265    0.088 request.py:2636(proxy_bypass)
        2    0.000    0.000    0.000    0.000 poolmanager.py:263(connection_from_pool_key)
       36    0.000    0.000    0.000    0.000 cookiejar.py:528(is_HDN)
       12    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        9    0.000    0.000    0.000    0.000 typing.py:618(__init__)
       16    0.000    0.000    0.024    0.002 css_parser.py:306(__init__)
       42    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      188    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:768(__contains__)
        2    0.000    0.000    1.376    0.688 client.py:1305(getresponse)
        2    0.000    0.000    0.000    0.000 _collections.py:54(__getitem__)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:70(search_function)
        2    0.000    0.000    0.339    0.169 connectionpool.py:1053(_validate_conn)
        1    0.000    0.000    0.009    0.009 cd.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
       12    0.000    0.000    0.000    0.000 cookiejar.py:719(is_third_party)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1017(_new_conn)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.005    0.005 tempfile.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        2    0.000    0.000    0.000    0.000 socket.py:678(__init__)
       17    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        6    0.000    0.000    0.000    0.000 cookiejar.py:73(_timegm)
        3    0.000    0.000    0.000    0.000 parse.py:1105(_splitport)
       26    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
        2    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
        1    0.000    0.000    0.023    0.023 client.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.002    0.002 socket.py:936(getaddrinfo)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:27(ip_address)
        1    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:280(cert_verify)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1712(_parse_hextet)
        1    0.000    0.000    0.008    0.008 _lxml.py:2(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _typing.py:16(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1575(_cookies_from_attrs_set)
        1    0.000    0.000    0.002    0.002 hashlib.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      162    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:767(close)
        3    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
       10    0.000    0.000    0.000    0.000 cookiejar.py:640(request_path)
      154    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
        1    0.000    0.000    0.038    0.038 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:420(_flush_decoder)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:331(__init__)
        8    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        1    0.000    0.000    0.000    0.000 weakref.py:558(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
        8    0.000    0.000    0.000    0.000 typing.py:899(__getitem__)
        3    0.000    0.000    0.000    0.000 client.py:415(close)
        1    0.000    0.000    0.000    0.000 ntpath.py:2(<module>)
      120    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        7    0.000    0.000    0.000    0.000 timeout.py:101(__init__)
        1    0.000    0.000    0.025    0.025 css_parser.py:428(CSSParser)
        1    0.000    0.000    0.240    0.240 ssl.py:494(wrap_socket)
       16    0.000    0.000    0.010    0.001 css_parser.py:1149(process_selectors)
        6    0.000    0.000    0.000    0.000 contextlib.py:242(helper)
      140    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        9    0.000    0.000    0.000    0.000 typing.py:884(__getitem_inner__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:684(reach)
        2    0.000    0.000    0.001    0.000 poolmanager.py:225(connection_from_host)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 client.py:820(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1588(_make_netmask)
        2    0.000    0.000    0.000    0.000 ssl_.py:466(is_ipaddress)
        2    0.000    0.000    0.000    0.000 connectionpool.py:262(_get_conn)
       88    0.000    0.000    0.000    0.000 typing.py:918(__eq__)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
      101    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       98    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 wait.py:113(_have_working_poll)
        5    0.000    0.000    0.000    0.000 structures.py:76(copy)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1472(<genexpr>)
       89    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:2034(getLogger)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:323(_init_length)
        3    0.000    0.000    0.000    0.000 url.py:91(__new__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:976(set_ok_verifiability)
       14    0.000    0.000    0.002    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:2(<module>)
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:98(match_hostname)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 response.py:81(__init__)
        6    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        9    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
      119    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
       97    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
       21    0.000    0.000    0.000    0.000 timeout.py:122(_validate_timeout)
        8    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
        4    0.000    0.000    0.000    0.000 typing.py:975(__class_getitem__)
        2    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
        3    0.000    0.000    0.000    0.000 fnmatch.py:25(fnmatch)
        9    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        1    0.000    0.000    0.005    0.005 utils.py:854(resolve_proxies)
       10    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:870(__getitem__)
        1    0.000    0.000    0.000    0.000 response.py:535(read)
       11    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
        1    0.000    0.000    0.001    0.001 connection.py:536(_match_hostname)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       36    0.000    0.000    0.000    0.000 url.py:306(<genexpr>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
     13/7    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       26    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 parse.py:151(username)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1149(_make_netmask)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.011    0.011 utils.py:5(<module>)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
       37    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        1    0.000    0.000    0.000    0.000 ssl.py:1372(version)
        1    0.000    0.000    0.000    0.000 client.py:448(read)
        2    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        5    0.000    0.000    0.471    0.094 models.py:890(content)
       17    0.000    0.000    0.000    0.000 enum.py:81(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
       25    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        8    0.000    0.000    0.024    0.003 <frozen importlib._bootstrap>:415(spec_from_loader)
        2    0.000    0.000    0.265    0.132 utils.py:816(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      119    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 idna.py:298(getregentry)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1088(return_ok)
        2    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:189(_new_pool)
       20    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 client.py:480(readinto)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:301(_put_conn)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
       12    0.000    0.000    0.000    0.000 queue.py:18(_put)
       15    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1294(_cookie_attrs)
        2    0.000    0.000    0.001    0.000 request.py:2626(getproxies_macosx_sysconf)
        6    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:803(__init__)
        1    0.000    0.000    0.000    0.000 socks.py:2(<module>)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:523(request_url)
       10    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       50    0.000    0.000    0.000    0.000 _collections_abc.py:411(__subclasshook__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
      119    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        4    0.000    0.000    0.000    0.000 connection.py:132(host)
      119    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
      119    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        2    0.000    0.000    0.000    0.000 retry.py:450(_is_method_retryable)
      119    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.017    0.017 element.py:1266(_find_all)
        6    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        2    0.000    0.000    0.000    0.000 client.py:1003(_send_output)
        1    0.000    0.000    0.090    0.090 connection.py:161(_new_conn)
        2    0.000    0.000    0.000    0.000 client.py:427(flush)
       13    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
       29    0.000    0.000    0.000    0.000 ipaddress.py:1845(_split_scope_id)
        1    0.000    0.000    0.000    0.000 pathlib.py:643(PurePath)
        1    0.000    0.000    0.000    0.000 six.py:956(wrapper)
